cut 136731
Node 1666: 0
Node 1667: 0
Node 1668: 0
Node 1669: 0
Node 1670: 0
Node 1671: 0
Node 1672: 0
Node 1673: 0
Node 1674: 0
Node 1675: 0
Node 1676: 0
Node 1677: 0
Node 1678: 0
Node 1679: 0
Node 1680: 0
Node 1681: 0
Node 1682: 0
Node 1683: 0
Node 1684: 0
Node 1685: 0
Node 1686: 0
Node 1687: 0
Node 1688: 0
Node 1689: 0
Node 1690: 0
Node 1691: 0
Node 1692: 0
Node 1693: 0
Node 1694: 0
Node 1695: 0
Node 1696: 0
Node 1697: 0
Node 1698: 0
Node 1699: 0
Node 1700: 0
Node 1701: 0
Node 1702: 0
Node 1703: 0
Node 1704: 0
Node 1705: 0
Node 1706: 0
Node 1707: 0
Node 1708: 0
Node 1709: 0
Node 1710: 0
Node 1711: 0
Node 1712: 0
Node 1713: 0
Node 1714: 0
Node 1715: 0
Node 1716: 0
Node 1717: 0
Node 1718: 0
Node 1719: 0
Node 1720: 0
Node 1721: 0
Node 1722: 0
Node 1723: 0
Node 1724: 0
Node 1725: 0
Node 1726: 0
Node 1727: 0
Node 1728: 0
Node 1729: 0
Node 1730: 0
Node 1731: 0
Node 1732: 0
Node 1733: 0
Node 1734: 0
Node 1735: 0
Node 1736: 0
Node 1737: 0
Node 1738: 0
Node 1739: 0
Node 1740: 0
Node 1741: 0
Node 1742: 0
Node 1743: 0
Node 1744: 0
Node 1745: 0
Node 1746: 0
Node 1747: 0
Node 1748: 0
Node 1749: 0
Node 1750: 0
Node 1751: 0
Node 1752: 0
Node 1753: 0
Node 1754: 0
Node 1755: 0
Node 1756: 0
Node 1757: 0
Node 1758: 0
Node 1759: 0
Node 1760: 0
Node 1761: 0
Node 1762: 0
Node 1763: 0
Node 1764: 0
Node 1765: 0
Node 1766: 0
Node 1767: 0
Node 1768: 0
Node 1769: 0
Node 1770: 0
Node 1771: 0
Node 1772: 0
Node 1773: 0
Node 1774: 0
Node 1775: 0
Node 1776: 0
Node 1777: 0
Node 1778: 0
Node 1779: 0
Node 1780: 0
Node 1781: 0
Node 1782: 0
Node 1783: 0
Node 1784: 0
Node 1785: 0
Node 1786: 0
Node 1787: 0
Node 1788: 0
Node 1789: 0
Node 1790: 0
Node 1791: 0
Node 1792: 0
Node 1793: 0
Node 1794: 0
Node 1795: 0
Node 1796: 0
Node 1797: 0
Node 1798: 0
Node 1799: 0
Node 1800: 0
Node 1801: 0
Node 1802: 0
Node 1803: 0
Node 1804: 0
Node 1805: 0
Node 1806: 0
Node 1807: 0
Node 1808: 0
Node 1809: 0
Node 1810: 0
Node 1811: 0
Node 1812: 0
Node 1813: 0
Node 1814: 0
Node 1815: 0
Node 1816: 0
Node 1817: 0
Node 1818: 0
Node 1819: 0
Node 1820: 0
Node 1821: 0
Node 1822: 0
Node 1823: 0
Node 1824: 0
Node 1825: 0
Node 1826: 0
Node 1827: 0
Node 1828: 0
Node 1829: 0
Node 1830: 0
Node 1831: 0
Node 1832: 0
Node 1833: 0
Node 1834: 0
Node 1835: 0
Node 1836: 0
Node 1837: 0
Node 1838: 0
Node 1839: 0
Node 1840: 0
Node 1841: 0
Node 1842: 0
Node 1843: 0
Node 1844: 0
Node 1845: 0
Node 1846: 0
Node 1847: 0
Node 1848: 0
Node 1849: 0
Node 1850: 0
Node 1851: 0
Node 1852: 0
Node 1853: 0
Node 1854: 0
Node 1855: 0
Node 1856: 0
Node 1857: 0
Node 1858: 0
Node 1859: 0
Node 1860: 0
Node 1861: 0
Node 1862: 0
Node 1863: 0
Node 1864: 0
Node 1865: 0
Node 1866: 0
Node 1867: 0
Node 1868: 0
Node 1869: 0
Node 1870: 0
Node 1871: 0
Node 1872: 0
Node 1873: 0
Node 1874: 0
Node 1875: 0
Node 1876: 0
Node 1877: 0
Node 1878: 0
Node 1879: 0
Node 1880: 0
Node 1881: 0
Node 1882: 0
Node 1883: 0
Node 1884: 0
Node 1885: 0
Node 1886: 0
Node 1887: 0
Node 1888: 0
Node 1889: 0
Node 1890: 0
Node 1891: 0
Node 1892: 0
Node 1893: 0
Node 1894: 0
Node 1895: 0
Node 1896: 0
Node 1897: 0
Node 1898: 0
Node 1899: 0
Node 1900: 0
Node 1901: 0
Node 1902: 0
Node 1903: 0
Node 1904: 0
Node 1905: 0
Node 1906: 0
Node 1907: 0
Node 1908: 0
Node 1909: 0
Node 1910: 0
Node 1911: 0
Node 1912: 0
Node 1913: 0
Node 1914: 0
Node 1915: 0
Node 1916: 0
Node 1917: 0
Node 1918: 0
Node 1919: 0
Node 1920: 0
Node 1921: 0
Node 1922: 0
Node 1923: 0
Node 1924: 0
Node 1925: 0
Node 1926: 0
Node 1927: 0
Node 1928: 0
Node 1929: 0
Node 1930: 0
Node 1931: 0
Node 1932: 0
Node 1933: 0
Node 1934: 0
Node 1935: 0
Node 1936: 0
Node 1937: 0
Node 1938: 0
Node 1939: 0
Node 1940: 0
Node 1941: 0
Node 1942: 0
Node 1943: 0
Node 1944: 0
Node 1945: 0
Node 1946: 0
Node 1947: 0
Node 1948: 0
Node 1949: 0
Node 1950: 0
Node 1951: 0
Node 1952: 0
Node 1953: 0
Node 1954: 0
Node 1955: 0
Node 1956: 0
Node 1957: 0
Node 1958: 0
Node 1959: 0
Node 1960: 0
Node 1961: 0
Node 1962: 0
Node 1963: 0
Node 1964: 0
Node 1965: 0
Node 1966: 0
Node 1967: 0
Node 1968: 0
Node 1969: 0
Node 1970: 0
Node 1971: 0
Node 1972: 0
Node 1973: 0
Node 1974: 0
Node 1975: 0
Node 1976: 0
Node 1977: 0
Node 1978: 0
Node 1979: 0
Node 1980: 0
Node 1981: 0
Node 1982: 0
Node 1983: 0
Node 1984: 0
Node 1985: 0
Node 1986: 0
Node 1987: 0
Node 1988: 0
Node 1989: 0
Node 1990: 0
Node 1991: 0
Node 1992: 0
Node 1993: 0
Node 1994: 0
Node 1995: 0
Node 1996: 0
Node 1997: 0
Node 1998: 0
Node 1999: 0
Node 2000: 0
Node 2001: 0
Node 2002: 0
Node 2003: 0
Node 2004: 0
Node 2005: 0
Node 2006: 0
Node 2007: 0
Node 2008: 0
Node 2009: 0
Node 2010: 0
Node 2011: 0
Node 2012: 0
Node 2013: 0
Node 2014: 0
Node 2015: 0
Node 2016: 0
Node 2017: 0
Node 2018: 0
Node 2019: 0
Node 2020: 0
Node 2021: 0
Node 2022: 0
Node 2023: 0
Node 2024: 0
Node 2025: 0
Node 2026: 0
Node 2027: 0
Node 2028: 0
Node 2029: 0
Node 2030: 0
Node 2031: 0
Node 2032: 0
Node 2033: 0
Node 2034: 0
Node 2035: 0
Node 2036: 0
Node 2037: 0
Node 2038: 0
Node 2039: 0
Node 2040: 0
Node 2041: 0
Node 2042: 0
Node 2043: 0
Node 2044: 0
Node 2045: 0
Node 2046: 0
Node 2047: 0
Node 2048: 0
Node 2049: 0
Node 2050: 0
Node 2051: 0
Node 2052: 0
Node 2053: 0
Node 2054: 0
Node 2055: 0
Node 2056: 0
Node 2057: 0
Node 2058: 0
Node 2059: 0
Node 2060: 0
Node 2061: 0
Node 2062: 0
Node 2063: 0
Node 2064: 0
Node 2065: 0
Node 2066: 0
Node 2067: 0
Node 2068: 0
Node 2069: 0
Node 2070: 0
Node 2071: 0
Node 2072: 0
Node 2073: 0
Node 2074: 0
Node 2075: 0
Node 2076: 0
Node 2077: 0
Node 2078: 0
Node 2079: 0
Node 2080: 0
Node 2081: 0
Node 2082: 0
Node 2083: 0
Node 2084: 0
Node 2085: 0
Node 2086: 0
Node 2087: 0
Node 2088: 0
Node 2089: 0
Node 2090: 0
Node 2091: 0
Node 2092: 0
Node 2093: 0
Node 2094: 0
Node 2095: 0
Node 2096: 0
Node 2097: 0
Node 2098: 0
Node 2099: 0
Node 2100: 0
Node 2101: 0
Node 2102: 0
Node 2103: 0
Node 2104: 0
Node 2105: 0
Node 2106: 0
Node 2107: 0
Node 2108: 0
Node 2109: 0
Node 2110: 0
Node 2111: 0
Node 2112: 0
Node 2113: 0
Node 2114: 0
Node 2115: 0
Node 2116: 0
Node 2117: 0
Node 2118: 0
Node 2119: 0
Node 2120: 0
Node 2121: 0
Node 2122: 0
Node 2123: 0
Node 2124: 0
Node 2125: 0
Node 2126: 0
Node 2127: 0
Node 2128: 0
Node 2129: 0
Node 2130: 0
Node 2131: 0
Node 2132: 0
Node 2133: 0
Node 2134: 0
Node 2135: 0
Node 2136: 0
Node 2137: 0
Node 2138: 0
Node 2139: 0
Node 2140: 0
Node 2141: 0
Node 2142: 0
Node 2143: 0
Node 2144: 0
Node 2145: 0
Node 2146: 0
Node 2147: 0
Node 2148: 0
Node 2149: 0
Node 2150: 0
Node 2151: 0
Node 2152: 0
Node 2153: 0
Node 2154: 0
Node 2155: 0
Node 2156: 0
Node 2157: 0
Node 2158: 0
Node 2159: 0
Node 2160: 0
Node 2161: 0
Node 2162: 0
Node 2163: 0
Node 2164: 0
Node 2165: 0
Node 2166: 0
Node 2167: 0
Node 2168: 0
Node 2169: 0
Node 2170: 0
Node 2171: 0
Node 2172: 0
Node 2173: 0
Node 2174: 0
Node 2175: 0
Node 2176: 0
Node 2177: 0
Node 2178: 0
Node 2179: 0
Node 2180: 0
Node 2181: 0
Node 2182: 0
Node 2183: 0
Node 2184: 0
Node 2185: 0
Node 2186: 0
Node 2187: 0
Node 2188: 0
Node 2189: 0
Node 2190: 0
Node 2191: 0
Node 2192: 0
Node 2193: 0
Node 2194: 0
Node 2195: 0
Node 2196: 0
Node 2197: 0
Node 2198: 0
Node 2199: 0
Node 2200: 0
Node 2201: 0
Node 2202: 0
Node 2203: 0
Node 2204: 0
Node 2205: 0
Node 2206: 0
Node 2207: 0
Node 2208: 0
Node 2209: 0
Node 2210: 0
Node 2211: 0
Node 2212: 0
Node 2213: 0
Node 2214: 0
Node 2215: 0
Node 2216: 0
Node 2217: 0
Node 2218: 0
Node 2219: 0
Node 2220: 0
Node 2221: 0
Node 2222: 0
Node 2223: 0
Node 2224: 0
Node 2225: 0
Node 2226: 0
Node 2227: 0
Node 2228: 0
Node 2229: 0
Node 2230: 0
Node 2231: 0
Node 2232: 0
Node 2233: 0
Node 2234: 0
Node 2235: 0
Node 2236: 0
Node 2237: 0
Node 2238: 0
Node 2239: 0
Node 2240: 0
Node 2241: 0
Node 2242: 0
Node 2243: 0
Node 2244: 0
Node 2245: 0
Node 2246: 0
Node 2247: 0
Node 2248: 0
Node 2249: 0
Node 2250: 0
Node 2251: 0
Node 2252: 0
Node 2253: 0
Node 2254: 0
Node 2255: 0
Node 2256: 0
Node 2257: 0
Node 2258: 0
Node 2259: 0
Node 2260: 0
Node 2261: 0
Node 2262: 0
Node 2263: 0
Node 2264: 0
Node 2265: 0
Node 2266: 0
Node 2267: 0
Node 2268: 0
Node 2269: 0
Node 2270: 0
Node 2271: 0
Node 2272: 0
Node 2273: 0
Node 2274: 0
Node 2275: 0
Node 2276: 0
Node 2277: 0
Node 2278: 0
Node 2279: 0
Node 2280: 0
Node 2281: 0
Node 2282: 0
Node 2283: 0
Node 2284: 0
Node 2285: 0
Node 2286: 0
Node 2287: 0
Node 2288: 0
Node 2289: 0
Node 2290: 0
Node 2291: 0
Node 2292: 0
Node 2293: 0
Node 2294: 0
Node 2295: 0
Node 2296: 0
Node 2297: 0
Node 2298: 0
Node 2299: 0
Node 2300: 0
Node 2301: 0
Node 2302: 0
Node 2303: 0
Node 2304: 0
Node 2305: 0
Node 2306: 0
Node 2307: 0
Node 2308: 0
Node 2309: 0
Node 2310: 0
Node 2311: 0
Node 2312: 0
Node 2313: 0
Node 2314: 0
Node 2315: 0
Node 2316: 0
Node 2317: 0
Node 2318: 0
Node 2319: 0
Node 2320: 0
Node 2321: 0
Node 2322: 0
Node 2323: 0
Node 2324: 0
Node 2325: 0
Node 2326: 0
Node 2327: 0
Node 2328: 0
Node 2329: 0
Node 2330: 0
Node 2331: 0
Node 2332: 0
Node 2333: 0
Node 2334: 0
Node 2335: 0
Node 2336: 0
Node 2337: 0
Node 2338: 0
Node 2339: 0
Node 2340: 0
Node 2341: 0
Node 2342: 0
Node 2343: 0
Node 2344: 0
Node 2345: 0
Node 2346: 0
Node 2347: 0
Node 2348: 0
Node 2349: 0
Node 2350: 0
Node 2351: 0
Node 2352: 0
Node 2353: 0
Node 2354: 0
Node 2355: 0
Node 2356: 0
Node 2357: 0
Node 2358: 0
Node 2359: 0
Node 2360: 0
Node 2361: 0
Node 2362: 0
Node 2363: 0
Node 2364: 0
Node 2365: 0
Node 2366: 0
Node 2367: 0
Node 2368: 0
Node 2369: 0
Node 2370: 0
Node 2371: 0
Node 2372: 0
Node 2373: 0
Node 2374: 0
Node 2375: 0
Node 2376: 0
Node 2377: 0
Node 2378: 0
Node 2379: 0
Node 2380: 0
Node 2381: 0
Node 2382: 0
Node 2383: 0
Node 2384: 0
Node 2385: 0
Node 2386: 0
Node 2387: 0
Node 2388: 0
Node 2389: 0
Node 2390: 0
Node 2391: 0
Node 2392: 0
Node 2393: 0
Node 2394: 0
Node 2395: 0
Node 2396: 0
Node 2397: 0
Node 2398: 0
Node 2399: 0
Node 2400: 0
Node 2401: 0
Node 2402: 0
Node 2403: 0
Node 2404: 0
Node 2405: 0
Node 2406: 0
Node 2407: 0
Node 2408: 0
Node 2409: 0
Node 2410: 0
Node 2411: 0
Node 2412: 0
Node 2413: 0
Node 2414: 0
Node 2415: 0
Node 2416: 0
Node 2417: 0
Node 2418: 0
Node 2419: 0
Node 2420: 0
Node 2421: 0
Node 2422: 0
Node 2423: 0
Node 2424: 0
Node 2425: 0
Node 2426: 0
Node 2427: 0
Node 2428: 0
Node 2429: 0
Node 2430: 0
Node 2431: 0
Node 2432: 0
Node 2433: 0
Node 2434: 0
Node 2435: 0
Node 2436: 0
Node 2437: 0
Node 2438: 0
Node 2439: 0
Node 2440: 0
Node 2441: 0
Node 2442: 0
Node 2443: 0
Node 2444: 0
Node 2445: 0
Node 2446: 0
Node 2447: 0
Node 2448: 0
Node 2449: 0
Node 2450: 0
Node 2451: 0
Node 2452: 0
Node 2453: 0
Node 2454: 0
Node 2455: 0
Node 2456: 0
Node 2457: 0
Node 2458: 0
Node 2459: 0
Node 2460: 0
Node 2461: 0
Node 2462: 0
Node 2463: 0
Node 2464: 0
Node 2465: 0
Node 2466: 0
Node 2467: 0
Node 2468: 0
Node 2469: 0
Node 2470: 0
Node 2471: 0
Node 2472: 0
Node 2473: 0
Node 2474: 0
Node 2475: 0
Node 2476: 0
Node 2477: 0
Node 2478: 0
Node 2479: 0
Node 2480: 0
Node 2481: 0
Node 2482: 0
Node 2483: 0
Node 2484: 0
Node 2485: 0
Node 2486: 0
Node 2487: 0
Node 2488: 0
Node 2489: 0
Node 2490: 0
Node 2491: 0
Node 2492: 0
Node 2493: 0
Node 2494: 0
Node 2495: 0
Node 2496: 0
Node 2497: 0
Node 2498: 0
Node 2499: 0
Node 2500: 0
Node 2501: 0
Node 2502: 0
Node 2503: 0
Node 2504: 0
Node 2505: 0
Node 2506: 0
Node 2507: 0
Node 2508: 0
Node 2509: 0
Node 2510: 0
Node 2511: 0
Node 2512: 0
Node 2513: 0
Node 2514: 0
Node 2515: 0
Node 2516: 0
Node 2517: 0
Node 2518: 0
Node 2519: 0
Node 2520: 0
Node 2521: 0
Node 2522: 0
Node 2523: 0
Node 2524: 0
Node 2525: 0
Node 2526: 0
Node 2527: 0
Node 2528: 0
Node 2529: 0
Node 2530: 0
Node 2531: 0
Node 2532: 0
Node 2533: 0
Node 2534: 0
Node 2535: 0
Node 2536: 0
Node 2537: 0
Node 2538: 0
Node 2539: 0
Node 2540: 0
Node 2541: 0
Node 2542: 0
Node 2543: 0
Node 2544: 0
Node 2545: 0
Node 2546: 0
Node 2547: 0
Node 2548: 0
Node 2549: 0
Node 2550: 0
Node 2551: 0
Node 2552: 0
Node 2553: 0
Node 2554: 0
Node 2555: 0
Node 2556: 0
Node 2557: 0
Node 2558: 0
Node 2559: 0
Node 2560: 0
Node 2561: 0
Node 2562: 0
Node 2563: 0
Node 2564: 0
Node 2565: 0
Node 2566: 0
Node 2567: 0
Node 2568: 0
Node 2569: 0
Node 2570: 0
Node 2571: 0
Node 2572: 0
Node 2573: 0
Node 2574: 0
Node 2575: 0
Node 2576: 0
Node 2577: 0
Node 2578: 0
Node 2579: 0
Node 2580: 0
Node 2581: 0
Node 2582: 0
Node 2583: 0
Node 2584: 0
Node 2585: 0
Node 2586: 0
Node 2587: 0
Node 2588: 0
Node 2589: 0
Node 2590: 0
Node 2591: 0
Node 2592: 0
Node 2593: 0
Node 2594: 0
Node 2595: 0
Node 2596: 0
Node 2597: 0
Node 2598: 0
Node 2599: 0
Node 2600: 0
Node 2601: 0
Node 2602: 0
Node 2603: 0
Node 2604: 0
Node 2605: 0
Node 2606: 0
Node 2607: 0
Node 2608: 0
Node 2609: 0
Node 2610: 0
Node 2611: 0
Node 2612: 0
Node 2613: 0
Node 2614: 0
Node 2615: 0
Node 2616: 0
Node 2617: 0
Node 2618: 0
Node 2619: 0
Node 2620: 0
Node 2621: 0
Node 2622: 0
Node 2623: 0
Node 2624: 0
Node 2625: 0
Node 2626: 0
Node 2627: 0
Node 2628: 0
Node 2629: 0
Node 2630: 0
Node 2631: 0
Node 2632: 0
Node 2633: 0
Node 2634: 0
Node 2635: 0
Node 2636: 0
Node 2637: 0
Node 2638: 0
Node 2639: 0
Node 2640: 0
Node 2641: 0
Node 2642: 0
Node 2643: 0
Node 2644: 0
Node 2645: 0
Node 2646: 0
Node 2647: 0
Node 2648: 0
Node 2649: 0
Node 2650: 0
Node 2651: 0
Node 2652: 0
Node 2653: 0
Node 2654: 0
Node 2655: 0
Node 2656: 0
Node 2657: 0
Node 2658: 0
Node 2659: 0
Node 2660: 0
Node 2661: 0
Node 2662: 0
Node 2663: 0
Node 2664: 0
Node 2665: 0
Node 2666: 0
Node 2667: 0
Node 2668: 0
Node 2669: 0
Node 2670: 0
Node 2671: 0
Node 2672: 0
Node 2673: 0
Node 2674: 0
Node 2675: 0
Node 2676: 0
Node 2677: 0
Node 2678: 0
Node 2679: 0
Node 2680: 0
Node 2681: 0
Node 2682: 0
Node 2683: 0
Node 2684: 0
Node 2685: 0
Node 2686: 0
Node 2687: 0
Node 2688: 0
Node 2689: 0
Node 2690: 0
Node 2691: 0
Node 2692: 0
Node 2693: 0
Node 2694: 0
Node 2695: 0
Node 2696: 0
Node 2697: 0
Node 2698: 0
Node 2699: 0
Node 2700: 0
Node 2701: 0
Node 2702: 0
Node 2703: 0
Node 2704: 0
Node 2705: 0
Node 2706: 0
Node 2707: 0
Node 2708: 0
Node 2709: 0
Node 2710: 0
Node 2711: 0
Node 2712: 0
Node 2713: 0
Node 2714: 0
Node 2715: 0
Node 2716: 0
Node 2717: 0
Node 2718: 0
Node 2719: 0
Node 2720: 0
Node 2721: 0
Node 2722: 0
Node 2723: 0
Node 2724: 0
Node 2725: 0
Node 2726: 0
Node 2727: 0
Node 2728: 0
Node 2729: 0
Node 2730: 0
Node 2731: 0
Node 2732: 0
Node 2733: 0
Node 2734: 0
Node 2735: 0
Node 2736: 0
Node 2737: 0
Node 2738: 0
Node 2739: 0
Node 2740: 0
Node 2741: 0
Node 2742: 0
Node 2743: 0
Node 2744: 0
Node 2745: 0
Node 2746: 0
Node 2747: 0
Node 2748: 0
Node 2749: 0
Node 2750: 0
Node 2751: 0
Node 2752: 0
Node 2753: 0
Node 2754: 0
Node 2755: 0
Node 2756: 0
Node 2757: 0
Node 2758: 0
Node 2759: 0
Node 2760: 0
Node 2761: 0
Node 2762: 0
Node 2763: 0
Node 2764: 0
Node 2765: 0
Node 2766: 0
Node 2767: 0
Node 2768: 0
Node 2769: 0
Node 2770: 0
Node 2771: 0
Node 2772: 0
Node 2773: 0
Node 2774: 0
Node 2775: 0
Node 2776: 0
Node 2777: 0
Node 2778: 0
Node 2779: 0
Node 2780: 0
Node 2781: 0
Node 2782: 0
Node 2783: 0
Node 2784: 0
Node 2785: 0
Node 2786: 0
Node 2787: 0
Node 2788: 0
Node 2789: 0
Node 2790: 0
Node 2791: 0
Node 2792: 0
Node 2793: 0
Node 2794: 0
Node 2795: 0
Node 2796: 0
Node 2797: 0
Node 2798: 0
Node 2799: 0
Node 2800: 0
Node 2801: 0
Node 2802: 0
Node 2803: 0
Node 2804: 0
Node 2805: 0
Node 2806: 0
Node 2807: 0
Node 2808: 0
Node 2809: 0
Node 2810: 0
Node 2811: 0
Node 2812: 0
Node 2813: 0
Node 2814: 0
Node 2815: 0
Node 2816: 0
Node 2817: 0
Node 2818: 0
Node 2819: 0
Node 2820: 0
Node 2821: 0
Node 2822: 0
Node 2823: 0
Node 2824: 0
Node 2825: 0
Node 2826: 0
Node 2827: 0
Node 2828: 0
Node 2829: 0
Node 2830: 0
Node 2831: 0
Node 2832: 0
Node 2833: 0
Node 2834: 0
Node 2835: 0
Node 2836: 0
Node 2837: 0
Node 2838: 0
Node 2839: 0
Node 2840: 0
Node 2841: 0
Node 2842: 0
Node 2843: 0
Node 2844: 0
Node 2845: 0
Node 2846: 0
Node 2847: 0
Node 2848: 0
Node 2849: 0
Node 2850: 0
Node 2851: 0
Node 2852: 0
Node 2853: 0
Node 2854: 0
Node 2855: 0
Node 2856: 0
Node 2857: 0
Node 2858: 0
Node 2859: 0
Node 2860: 0
Node 2861: 0
Node 2862: 0
Node 2863: 0
Node 2864: 0
Node 2865: 0
Node 2866: 0
Node 2867: 0
Node 2868: 0
Node 2869: 0
Node 2870: 0
Node 2871: 0
Node 2872: 0
Node 2873: 0
Node 2874: 0
Node 2875: 0
Node 2876: 0
Node 2877: 0
Node 2878: 0
Node 2879: 0
Node 2880: 0
Node 2881: 0
Node 2882: 0
Node 2883: 0
Node 2884: 0
Node 2885: 0
Node 2886: 0
Node 2887: 0
Node 2888: 0
Node 2889: 0
Node 2890: 0
Node 2891: 0
Node 2892: 0
Node 2893: 0
Node 2894: 0
Node 2895: 0
Node 2896: 0
Node 2897: 0
Node 2898: 0
Node 2899: 0
Node 2900: 0
Node 2901: 0
Node 2902: 0
Node 2903: 0
Node 2904: 0
Node 2905: 0
Node 2906: 0
Node 2907: 0
Node 2908: 0
Node 2909: 0
Node 2910: 0
Node 2911: 0
Node 2912: 0
Node 2913: 0
Node 2914: 0
Node 2915: 0
Node 2916: 0
Node 2917: 0
Node 2918: 0
Node 2919: 0
Node 2920: 0
Node 2921: 0
Node 2922: 0
Node 2923: 0
Node 2924: 0
Node 2925: 0
Node 2926: 0
Node 2927: 0
Node 2928: 0
Node 2929: 0
Node 2930: 0
Node 2931: 0
Node 2932: 0
Node 2933: 0
Node 2934: 0
Node 2935: 0
Node 2936: 0
Node 2937: 0
Node 2938: 0
Node 2939: 0
Node 2940: 0
Node 2941: 0
Node 2942: 0
Node 2943: 0
Node 2944: 0
Node 2945: 0
Node 2946: 0
Node 2947: 0
Node 2948: 0
Node 2949: 0
Node 2950: 0
Node 2951: 0
Node 2952: 0
Node 2953: 0
Node 2954: 0
Node 2955: 0
Node 2956: 0
Node 2957: 0
Node 2958: 0
Node 2959: 0
Node 2960: 0
Node 2961: 0
Node 2962: 0
Node 2963: 0
Node 2964: 0
Node 2965: 0
Node 2966: 0
Node 2967: 0
Node 2968: 0
Node 2969: 0
Node 2970: 0
Node 2971: 0
Node 2972: 0
Node 2973: 0
Node 2974: 0
Node 2975: 0
Node 2976: 0
Node 2977: 0
Node 2978: 0
Node 2979: 0
Node 2980: 0
Node 2981: 0
Node 2982: 0
Node 2983: 0
Node 2984: 0
Node 2985: 0
Node 2986: 0
Node 2987: 0
Node 2988: 0
Node 2989: 0
Node 2990: 0
Node 2991: 0
Node 2992: 0
Node 2993: 0
Node 2994: 0
Node 2995: 0
Node 2996: 0
Node 2997: 0
Node 2998: 0
Node 2999: 0
Node 3000: 0
Node 3001: 0
Node 3002: 0
Node 3003: 0
Node 3004: 0
Node 3005: 0
Node 3006: 0
Node 3007: 0
Node 3008: 0
Node 3009: 0
Node 3010: 0
Node 3011: 0
Node 3012: 0
Node 3013: 0
Node 3014: 0
Node 3015: 0
Node 3016: 0
Node 3017: 0
Node 3018: 0
Node 3019: 0
Node 3020: 0
Node 3021: 0
Node 3022: 0
Node 3023: 0
Node 3024: 0
Node 3025: 0
Node 3026: 0
Node 3027: 0
Node 3028: 0
Node 3029: 0
Node 3030: 0
Node 3031: 0
Node 3032: 0
Node 3033: 0
Node 3034: 0
Node 3035: 0
Node 3036: 0
Node 3037: 0
Node 3038: 0
Node 3039: 0
Node 3040: 0
Node 3041: 0
Node 3042: 0
Node 3043: 0
Node 3044: 0
Node 3045: 0
Node 3046: 0
Node 3047: 0
Node 3048: 0
Node 3049: 0
Node 3050: 0
Node 3051: 0
Node 3052: 0
Node 3053: 0
Node 3054: 0
Node 3055: 0
Node 3056: 0
Node 3057: 0
Node 3058: 0
Node 3059: 0
Node 3060: 0
Node 3061: 0
Node 3062: 0
Node 3063: 0
Node 3064: 0
Node 3065: 0
Node 3066: 0
Node 3067: 0
Node 3068: 0
Node 3069: 0
Node 3070: 0
Node 3071: 0
Node 3072: 0
Node 3073: 0
Node 3074: 0
Node 3075: 0
Node 3076: 0
Node 3077: 0
Node 3078: 0
Node 3079: 0
Node 3080: 0
Node 3081: 0
Node 3082: 0
Node 3083: 0
Node 3084: 0
Node 3085: 0
Node 3086: 0
Node 3087: 0
Node 3088: 0
Node 3089: 0
Node 3090: 0
Node 3091: 0
Node 3092: 0
Node 3093: 0
Node 3094: 0
Node 3095: 0
Node 3096: 0
Node 3097: 0
Node 3098: 0
Node 3099: 0
Node 3100: 0
Node 3101: 0
Node 3102: 0
Node 3103: 0
Node 3104: 0
Node 3105: 0
Node 3106: 0
Node 3107: 0
Node 3108: 0
Node 3109: 0
Node 3110: 0
Node 3111: 0
Node 3112: 0
Node 3113: 0
Node 3114: 0
Node 3115: 0
Node 3116: 0
Node 3117: 0
Node 3118: 0
Node 3119: 0
Node 3120: 0
Node 3121: 0
Node 3122: 0
Node 3123: 0
Node 3124: 0
Node 3125: 0
Node 3126: 0
Node 3127: 0
Node 3128: 0
Node 3129: 0
Node 3130: 0
Node 3131: 0
Node 3132: 0
Node 3133: 0
Node 3134: 0
Node 3135: 0
Node 3136: 0
Node 3137: 0
Node 3138: 0
Node 3139: 0
Node 3140: 0
Node 3141: 0
Node 3142: 0
Node 3143: 0
Node 3144: 0
Node 3145: 0
Node 3146: 0
Node 3147: 0
Node 3148: 0
Node 3149: 0
Node 3150: 0
Node 3151: 0
Node 3152: 0
Node 3153: 0
Node 3154: 0
Node 3155: 0
Node 3156: 0
Node 3157: 0
Node 3158: 0
Node 3159: 0
Node 3160: 0
Node 3161: 0
Node 3162: 0
Node 3163: 0
Node 3164: 0
Node 3165: 0
Node 3166: 0
Node 3167: 0
Node 3168: 0
Node 3169: 0
Node 3170: 0
Node 3171: 0
Node 3172: 0
Node 3173: 0
Node 3174: 0
Node 3175: 0
Node 3176: 0
Node 3177: 0
Node 3178: 0
Node 3179: 0
Node 3180: 0
Node 3181: 0
Node 3182: 0
Node 3183: 0
Node 3184: 0
Node 3185: 0
Node 3186: 0
Node 3187: 0
Node 3188: 0
Node 3189: 0
Node 3190: 0
Node 3191: 0
Node 3192: 0
Node 3193: 0
Node 3194: 0
Node 3195: 0
Node 3196: 0
Node 3197: 0
Node 3198: 0
Node 3199: 0
Node 3200: 0
Node 3201: 0
Node 3202: 0
Node 3203: 0
Node 3204: 0
Node 3205: 0
Node 3206: 0
Node 3207: 0
Node 3208: 0
Node 3209: 0
Node 3210: 0
Node 3211: 0
Node 3212: 0
Node 3213: 0
Node 3214: 0
Node 3215: 0
Node 3216: 0
Node 3217: 0
Node 3218: 0
Node 3219: 0
